
Gurobi 10.0.1 (mac64[arm]) logging started Sun Mar 31 09:35:34 2024

Set parameter LogFile to value "/Users/deniserings/Documents/zib/s-bahn-data/scripts/DeniseMA/processed/BNB_BSNH_BSAL_BPHD/RENS/BNB_BSNH_BSAL_BPHD_subMBP_random4_0.9_202403301837.log"
Gurobi Optimizer version 10.0.1 build v10.0.1rc0 (mac64[arm])

CPU model: Apple M2
Thread count: 8 physical cores, 8 logical processors, using up to 8 threads

Optimize a model with 21339 rows, 8010 columns and 78947 nonzeros
Model fingerprint: 0x15e42aff
Variable types: 2735 continuous, 5275 integer (1117 binary)
Coefficient statistics:
  Matrix range     [1e+00, 2e+02]
  Objective range  [1e+00, 4e+02]
  Bounds range     [1e+00, 2e+02]
  RHS range        [1e+00, 5e+02]
Presolve removed 10203 rows and 2837 columns
Presolve time: 2.77s
Presolved: 11136 rows, 5173 columns, 45538 nonzeros
Variable types: 1398 continuous, 3775 integer (3775 binary)

Root relaxation: objective 2.090300e+04, 3170 iterations, 0.04 seconds (0.04 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 20903.0000    0  223          - 20903.0000      -     -    3s
     0     0 20955.3979    0  632          - 20955.3979      -     -    3s
     0     0 20955.3979    0  585          - 20955.3979      -     -    3s
     0     0 20958.4426    0  702          - 20958.4426      -     -    3s
     0     0 20958.4426    0  713          - 20958.4426      -     -    3s
     0     0 20966.1625    0  635          - 20966.1625      -     -    3s
     0     0 20966.1625    0  542          - 20966.1625      -     -    3s
     0     0 20966.2048    0  698          - 20966.2048      -     -    4s
     0     0 20966.2895    0  736          - 20966.2895      -     -    4s
     0     0 20966.3054    0  637          - 20966.3054      -     -    4s
     0     0 20966.3054    0  685          - 20966.3054      -     -    4s
     0     0 20966.3054    0  261          - 20966.3054      -     -    4s
     3     4 21057.0000    2   26          - 21057.0000      -  4338    6s
 509218 238772 22087.4121   49  432 23415.0000 21856.7106  6.66%  81.6 1145s
 511040 239728 infeasible   48      23415.0000 21857.2816  6.65%  81.6 1150s
 513590 241242 infeasible   77      23415.0000 21859.2303  6.64%  81.7 1157s
 514813 242013 23052.3202   67  388 23415.0000 21860.0000  6.64%  81.8 1161s
 516796 243107 infeasible   81      23415.0000 21861.5780  6.63%  81.9 1166s
 517915 244389 22589.1156   83  186 23415.0000 21862.0000  6.63%  81.9 1170s
 519810 245331 22376.7913   71  202 23415.0000 21862.9319  6.63%  82.0 1175s
 521846 246636 23170.2673   70  282 23415.0000 21864.3983  6.62%  82.0 1181s
 523394 247102 23010.1478   56  263 23415.0000 21865.6511  6.62%  82.1 1186s
 524548 248374 22625.0000   52  341 23415.0000 21866.6373  6.61%  82.2 1190s
 526569 249418 23114.5714   85  148 23415.0000 21868.0000  6.61%  82.2 1195s
 529277 250605 22501.5714   53  239 23415.0000 21869.7099  6.60%  82.3 1202s
 530256 251196 22778.9579   79  266 23415.0000 21869.7658  6.60%  82.4 1206s
 532096 252315 22488.3950   56  301 23415.0000 21870.9953  6.59%  82.5 1211s
 533207 253205 22110.4832   56  488 23415.0000 21872.0000  6.59%  82.6 1215s
 535814 254528 23144.0000   74  213 23415.0000 21873.3861  6.58%  82.6 1221s
 536764 255692 22067.0333   41  431 23415.0000 21874.3154  6.58%  82.7 1225s
 539087 256822 23246.0000   79  170 23415.0000 21875.5453  6.57%  82.7 1231s
 540526 257960 22774.0000   72  107 23415.0000 21876.2974  6.57%  82.8 1236s
 542363 258607     cutoff   77      23415.0000 21877.7969  6.57%  82.8 1240s
 544338 259339 23171.4080   55  431 23415.0000 21879.0000  6.56%  83.0 1247s
 545278 259897 22163.1446   49  301 23415.0000 21879.6669  6.56%  83.1 1251s
 546375 260996 23228.2088   69  271 23415.0000 21880.3106  6.55%  83.2 1256s
 548131 261668 22366.0746   56  335 23415.0000 21881.8331  6.55%  83.3 1261s
 549222 262389 22569.5474   52  391 23415.0000 21882.4932  6.54%  83.4 1266s
 551507 263793 22354.2575   52  384 23415.0000 21884.4265  6.54%  83.5 1271s
 552489 264726 22551.8750   51  294 23415.0000 21885.0413  6.53%  83.6 1276s
 554115 265398     cutoff   60      23415.0000 21886.4522  6.53%  83.6 1281s
 555625 266495 21887.6727   42  334 23415.0000 21887.5000  6.52%  83.7 1286s
 557597 267810 21945.5298   53  426 23415.0000 21887.5600  6.52%  83.7 1292s
 559779 269265 22418.5941   46  366 23415.0000 21887.7333  6.52%  83.7 1297s
 561981 270837 22500.3407   64  429 23415.0000 21887.8943  6.52%  83.7 1302s
 564067 272129 21938.0869   45  349 23415.0000 21888.0324  6.52%  83.8 1307s
 564616 273201 23156.2250   69  189 23415.0000 21888.0426  6.52%  83.8 1310s
 566748 274027 21888.2341   43  514 23415.0000 21888.2341  6.52%  83.8 1315s
 569318 276152 23096.0000   76  196 23415.0000 21888.2341  6.52%  83.9 1322s
 571015 277455 22998.8807   54  308 23415.0000 21888.8366  6.52%  83.9 1326s
 573050 278723 22209.6502   51  360 23415.0000 21889.0953  6.52%  83.9 1330s
 575968 280085 22889.1723   58  456 23415.0000 21889.5003  6.52%  83.9 1336s
 577076 281298 22892.6004   57  266 23415.0000 21889.6851  6.51%  83.9 1341s
 578710 281930 22382.3048   65  382 23415.0000 21890.0000  6.51%  83.9 1345s
 581348 283689 21912.6552   40  529 23415.0000 21890.2378  6.51%  83.9 1351s
 582408 284763 21909.0699   42  616 23415.0000 21890.4673  6.51%  84.0 1355s
 585128 286286 22079.8457   45  428 23415.0000 21890.6370  6.51%  84.0 1361s
 587027 287395 infeasible   47      23415.0000 21890.8638  6.51%  84.0 1366s
 588041 288554 22481.1337   58  389 23415.0000 21890.9389  6.51%  84.0 1370s
 589829 289713 21949.8628   53  430 23415.0000 21890.9389  6.51%  84.1 1375s
 592650 291157 22674.4545   50  310 23415.0000 21891.5700  6.51%  84.1 1381s
 593818 292070 22208.6598   38  541 23415.0000 21891.7815  6.51%  84.1 1385s
 596197 293497 21930.6320   46  487 23415.0000 21892.0371  6.50%  84.1 1390s
 598400 295436 22986.1786   54  239 23415.0000 21892.2141  6.50%  84.1 1396s
 600019 297283 21996.9929   45  455 23415.0000 21892.4633  6.50%  84.1 1403s
 602626 297621 22201.6824   56  288 23415.0000 21892.9425  6.50%  84.1 1405s
 604693 299060 21919.5449   43  561 23415.0000 21893.3445  6.50%  84.1 1411s
 606520 300198 infeasible   57      23415.0000 21893.5943  6.50%  84.2 1415s
 607978 301253 22013.4842   47  470 23415.0000 21893.9092  6.50%  84.2 1420s
 609180 302842 22145.2342   43  488 23415.0000 21894.1689  6.50%  84.2 1425s
 612590 304183 21919.2662   43  534 23415.0000 21894.7249  6.49%  84.2 1430s
 614653 305785 23169.2729   75  283 23415.0000 21895.1627  6.49%  84.2 1436s
 616137 306905 22062.8307   52  510 23415.0000 21895.4211  6.49%  84.2 1440s
 618388 307994 22841.8895   55  332 23415.0000 21895.8127  6.49%  84.3 1446s
 620181 309304 infeasible   68      23415.0000 21896.0336  6.49%  84.3 1450s
 623178 311096 22645.4854   57  511 23415.0000 21896.3589  6.49%  84.3 1456s
 624769 312565 22518.6097   75  194 23415.0000 21896.7318  6.48%  84.3 1462s
 625890 313568 21898.7235   34  477 23415.0000 21897.0723  6.48%  84.3 1465s
 627961 314545     cutoff   84      23415.0000 21897.4714  6.48%  84.3 1470s
 631132 316344 21897.6627   42  407 23415.0000 21897.6627  6.48%  84.3 1476s
 632988 317571 21963.4173   52  490 23415.0000 21897.9645  6.48%  84.3 1481s
 634659 318580 22847.0023   57  423 23415.0000 21898.6894  6.48%  84.3 1485s
 636693 319912 21947.4653   42  515 23415.0000 21899.2077  6.47%  84.4 1491s
 638086 320933 21948.1070   43  441 23415.0000 21899.4442  6.47%  84.5 1496s
 639676 322082 21915.4215   48  485 23415.0000 21899.7980  6.47%  84.5 1501s
 641678 323243 infeasible   98      23415.0000 21900.1140  6.47%  84.5 1506s
 643546 324432 22077.7451   57  310 23415.0000 21900.5287  6.47%  84.6 1511s
 645114 325540 22210.0014   49  448 23415.0000 21900.8709  6.47%  84.6 1516s
 647112 326839 22779.7778   70  252 23415.0000 21901.1272  6.47%  84.6 1521s
 649188 328146 21981.0103   46  516 23415.0000 21901.6574  6.46%  84.6 1526s
 650738 329074 23155.4726   56  217 23415.0000 21901.9223  6.46%  84.6 1530s
 652600 330251 23184.6092   90  126 23415.0000 21902.2734  6.46%  84.7 1535s
 655173 331807 infeasible   59      23415.0000 21902.6516  6.46%  84.6 1540s
 657466 333324 22234.8023   53  325 23415.0000 21902.8785  6.46%  84.6 1546s
 658976 334333 22002.4022   50  360 23415.0000 21903.0043  6.46%  84.7 1550s
 660778 335617 22284.3576   49  412 23415.0000 21903.2109  6.46%  84.7 1555s
 663062 337572 22126.9533   62  387 23415.0000 21903.6702  6.45%  84.7 1561s
 664762 338805     cutoff   53      23415.0000 21903.8833  6.45%  84.7 1565s
 667441 340025 infeasible   56      23415.0000 21904.1552  6.45%  84.7 1571s
 668011 341336 21904.2377   41  551 23415.0000 21904.1552  6.45%  84.7 1575s
 671095 342823 23132.0336   44  511 23415.0000 21904.6421  6.45%  84.7 1581s
 673229 343980 21945.3264   52  571 23415.0000 21904.6552  6.45%  84.7 1585s
 675745 346204 21953.0749   40  666 23415.0000 21904.7470  6.45%  84.7 1591s
 677606 347041 21914.4844   51  536 23415.0000 21904.8767  6.45%  84.7 1595s
 680175 348475 22115.5349   47  365 23415.0000 21904.9572  6.45%  84.7 1601s
 681945 349759 22063.9243   50  403 23415.0000 21905.0943  6.45%  84.6 1606s
 684409 351219 infeasible   43      23415.0000 21905.3351  6.45%  84.6 1610s
 686663 352771 21996.3734   57  531 23415.0000 21905.5186  6.45%  84.6 1616s
 688212 353620 22560.6160   62  433 23415.0000 21905.6193  6.45%  84.6 1620s
 690476 355501 22396.7501   56  311 23415.0000 21905.9035  6.44%  84.6 1626s
 692094 356735 22012.6226   44  377 23415.0000 21906.0885  6.44%  84.6 1630s
 693881 357839 22464.1729   62  282 23415.0000 21906.1785  6.44%  84.6 1635s
 696864 359345 22206.1385   48  544 23415.0000 21906.4407  6.44%  84.6 1641s
 697419 360272 22080.9955   39  518 23415.0000 21906.4980  6.44%  84.6 1645s
 700091 361586 22247.5239   67  200 23415.0000 21906.6202  6.44%  84.6 1650s
 702762 363138 22079.3685   56  286 23415.0000 21906.7237  6.44%  84.6 1655s
 704698 364867 22159.1015   56  415 23415.0000 21906.7906  6.44%  84.6 1661s
 706496 366048 21961.8883   52  457 23415.0000 21906.9951  6.44%  84.5 1665s
 709548 367785 21959.9938   42  504 23415.0000 21907.1919  6.44%  84.5 1671s
 711557 369113 infeasible   82      23415.0000 21907.3815  6.44%  84.5 1676s
 713889 370450 22143.9000   59  308 23415.0000 21907.5000  6.44%  84.4 1681s
 715155 371371 22142.0134   53  274 23415.0000 21907.5618  6.44%  84.4 1685s
 717201 372713 22898.1470   77  160 23415.0000 21907.6760  6.44%  84.4 1690s
 719505 374250 22060.8070   49  353 23415.0000 21907.7250  6.44%  84.5 1696s
 721194 375471 22042.2397   55  219 23415.0000 21907.8584  6.44%  84.5 1701s
 723077 376642 infeasible   48      23415.0000 21908.0110  6.44%  84.5 1705s
 725405 378809 22100.0413   48  581 23415.0000 21908.2819  6.43%  84.5 1711s
 727295 380086 23120.9279   63   89 23415.0000 21908.3691  6.43%  84.5 1717s
 728828 380477 22523.4877   50  311 23415.0000 21908.4724  6.43%  84.5 1720s
 731115 381836 22787.1104   89  155 23415.0000 21908.6602  6.43%  84.5 1725s
 733464 383510 21937.5024   41  493 23415.0000 21908.8155  6.43%  84.5 1731s
 735382 384712 22703.5687   47  461 23415.0000 21908.8946  6.43%  84.5 1736s
 737211 385893 23045.9515   57  404 23415.0000 21908.9939  6.43%  84.5 1741s
 738846 386987 22505.6323   57  469 23415.0000 21909.0801  6.43%  84.5 1745s
 741506 389087 23095.8534   45  345 23415.0000 21909.2426  6.43%  84.5 1752s
 743426 390188 22254.0721   81  140 23415.0000 21909.3566  6.43%  84.5 1755s
 745941 391467 infeasible   56      23415.0000 21909.5100  6.43%  84.5 1761s
 747577 392537 22565.9332   60  392 23415.0000 21909.5944  6.43%  84.5 1765s
 749854 394570 22952.0254   71  212 23415.0000 21909.6978  6.43%  84.4 1771s
 751658 396677 22056.6338   67  267 23415.0000 21909.7945  6.43%  84.4 1779s
 754413 396997 22060.6158   45  338 23415.0000 21909.9028  6.43%  84.4 1781s
 755444 397918 22291.3628   46  440 23415.0000 21910.0000  6.43%  84.4 1786s
 756901 399285 21929.8237   49  541 23415.0000 21910.0111  6.43%  84.4 1791s
 758894 400576 22142.3701   51  308 23415.0000 21910.1281  6.43%  84.5 1797s
 760867 401972 23324.7540   57  183 23415.0000 21910.2067  6.43%  84.5 1801s
 763054 403410 23297.0000   92   72 23415.0000 21910.3172  6.43%  84.4 1806s
 764919 404567 22417.3730   68  250 23415.0000 21910.4015  6.43%  84.4 1811s
 766787 405704 23126.5670   64  255 23415.0000 21910.4883  6.43%  84.4 1815s
 768360 406850 22018.3285   71  324 23415.0000 21910.4996  6.43%  84.4 1821s
 770236 407774 23174.2985   78  154 23415.0000 21910.6447  6.42%  84.4 1826s
 771637 409359     cutoff   87      23415.0000 21910.6817  6.42%  84.5 1832s
 774122 410434 22310.6204   72  226 23415.0000 21910.8564  6.42%  84.5 1837s
 775674 411785 22367.0000   73  174 23415.0000 21910.9713  6.42%  84.5 1842s
 777655 413018 infeasible   77      23415.0000 21911.0780  6.42%  84.5 1846s
 779462 413687 22274.6044   76  191 23415.0000 21911.1764  6.42%  84.4 1851s
 781213 414901 21911.6064   49  441 23415.0000 21911.3140  6.42%  84.4 1855s
 783239 416156 infeasible   62      23415.0000 21911.4132  6.42%  84.4 1860s
 785379 418150 22123.8992   51  373 23415.0000 21911.5464  6.42%  84.4 1866s
 787410 419917 22006.8647   41  538 23415.0000 21911.6064  6.42%  84.4 1872s
 789977 420738 22581.5536   71  203 23415.0000 21911.6917  6.42%  84.4 1876s
 791918 421892 infeasible   74      23415.0000 21911.7745  6.42%  84.4 1881s
 793549 422933 21931.9266   44  457 23415.0000 21911.8363  6.42%  84.4 1886s
 795302 424036 22808.9725   79  165 23415.0000 21911.9101  6.42%  84.4 1890s
 797369 425702 22881.5635   56  413 23415.0000 21912.0461  6.42%  84.4 1896s
 798909 426992 21912.2552   46  629 23415.0000 21912.1102  6.42%  84.4 1901s
 800666 428069 22490.3529   62  251 23415.0000 21912.1850  6.42%  84.4 1906s
 802159 429169 22260.2347   73  196 23415.0000 21912.2528  6.42%  84.4 1913s
 803465 430712 22564.1429   71  379 23415.0000 21912.3042  6.42%  84.5 1917s
 806513 431707 22107.3621   60  449 23415.0000 21912.4653  6.42%  84.4 1921s
 808012 433024 22456.6015   56  189 23415.0000 21912.5057  6.42%  84.5 1926s
 810028 434167 22148.5267   56  315 23415.0000 21912.6399  6.42%  84.4 1930s
 811621 435317 21914.0384   55  447 23415.0000 21912.6688  6.42%  84.5 1935s
 813631 436595 22407.9003   40  498 23415.0000 21912.7424  6.42%  84.5 1940s
 816625 438269     cutoff   63      23415.0000 21912.8520  6.42%  84.4 1947s
 817324 439148 infeasible   87      23415.0000 21912.8943  6.42%  84.5 1950s
 819397 440282 21928.3014   48  397 23415.0000 21912.9941  6.41%  84.5 1955s
 821072 441771 22506.7622   55  237 23415.0000 21913.0767  6.41%  84.5 1960s
 824568 443487 22272.3285   51  416 23415.0000 21913.2517  6.41%  84.4 1967s
 826622 444846 infeasible   87      23415.0000 21913.2724  6.41%  84.4 1971s
 828619 446217 infeasible   46      23415.0000 21913.3873  6.41%  84.3 1976s
 831338 448027 infeasible   59      23415.0000 21913.5403  6.41%  84.3 1982s
 831989 449069 22626.7936   82  205 23415.0000 21913.6090  6.41%  84.3 1985s
 834615 450513 22345.3128   53  436 23415.0000 21913.8242  6.41%  84.3 1992s
 836446 451786 21931.8241   46  514 23415.0000 21913.9119  6.41%  84.3 1996s
 838262 453029 21972.1429   50  410 23415.0000 21914.0146  6.41%  84.3 2001s
 840119 453905 22133.6279   64  326 23415.0000 21914.1111  6.41%  84.3 2006s
 841623 455018 21967.7282   58  477 23415.0000 21914.2287  6.41%  84.3 2010s
 843229 456070 22697.5458   54  187 23415.0000 21914.3456  6.41%  84.3 2015s
 845005 457224 22351.0690   45  524 23415.0000 21914.4844  6.41%  84.4 2020s
 846684 458560 infeasible   79      23415.0000 21914.4844  6.41%  84.4 2026s
 848680 459639 22289.3470   56  204 23415.0000 21914.6460  6.41%  84.4 2031s
 850561 460778 23359.0000   76  138 23415.0000 21914.7385  6.41%  84.4 2035s
 852223 461269 22182.8581   54  443 23415.0000 21914.8083  6.41%  84.4 2040s
 852504 462437 22977.1034   67  269 23415.0000 21914.8164  6.41%  84.4 2047s
 854364 463795 23330.4098   62  288 23415.0000 21914.9478  6.41%  84.5 2051s
 857827 465068 23000.0997   62  317 23415.0000 21915.0036  6.41%  84.4 2055s
 859778 466521 infeasible   66      23415.0000 21915.1778  6.41%  84.4 2060s
 861782 467864 21983.4713   42  539 23415.0000 21915.3244  6.40%  84.4 2065s
 864263 469458 22036.6705   50  454 23415.0000 21915.4343  6.40%  84.4 2071s
 866045 470644 21977.9648   46  468 23415.0000 21915.5302  6.40%  84.4 2075s
 868127 472060 21971.4582   56  298 23415.0000 21915.6550  6.40%  84.4 2082s
 870059 473197     cutoff  105      23415.0000 21915.7532  6.40%  84.4 2086s
 871559 474223 21998.6515   47  440 23415.0000 21915.8383  6.40%  84.4 2090s
 873163 475118 23118.7971   60  376 23415.0000 21915.9039  6.40%  84.4 2095s
 874560 475982 22209.3397   46  453 23415.0000 21916.0252  6.40%  84.4 2100s
 875719 477242 21940.1394   44  526 23415.0000 21916.1177  6.40%  84.4 2105s
 877662 478517 infeasible   79      23415.0000 21916.2161  6.40%  84.4 2110s
 879692 479852 22012.5117   46  392 23415.0000 21916.3148  6.40%  84.4 2115s
 881551 481158 22010.9158   54  379 23415.0000 21916.3980  6.40%  84.4 2120s
 884559 482297 21956.5734   40  645 23415.0000 21916.4981  6.40%  84.4 2125s
 885888 484040 22409.3827   49  425 23415.0000 21916.5599  6.40%  84.4 2132s
 887790 485274 22718.1050   66  284 23415.0000 21916.6505  6.40%  84.5 2136s
 889808 486472 22719.8284   66  334 23415.0000 21916.7287  6.40%  84.5 2141s
 891759 487630 22020.2857   41  510 23415.0000 21916.8218  6.40%  84.5 2146s
 893417 488790 22010.5044   55  290 23415.0000 21916.8885  6.40%  84.5 2150s
 895195 489634 22245.4339   42  652 23415.0000 21916.9548  6.40%  84.5 2156s
 896644 490818 22162.2895   48  474 23415.0000 21917.0160  6.40%  84.5 2160s
 898312 492304 22033.4756   59  325 23415.0000 21917.1179  6.40%  84.5 2166s
 900578 493520 21972.3939   45  525 23415.0000 21917.1900  6.40%  84.5 2171s
 902477 494307 22629.5708   36  634 23415.0000 21917.2733  6.40%  84.5 2177s
 902926 495179 21918.1302   50  523 23415.0000 21917.2763  6.40%  84.5 2182s
 904242 496251 22304.4041   54  519 23415.0000 21917.3354  6.40%  84.5 2186s
 907417 497583 21997.3837   49  423 23415.0000 21917.4650  6.40%  84.5 2191s
 907948 498384 22184.8020   62  362 23415.0000 21917.5079  6.40%  84.5 2195s
 910862 499847 22077.4002   50  398 23415.0000 21917.6356  6.39%  84.5 2200s
 912584 500999 21918.0914   55  553 23415.0000 21917.7049  6.39%  84.5 2205s
 914352 502244 22312.5255   44  574 23415.0000 21917.8086  6.39%  84.5 2210s
 916569 503635 23370.8441   78  166 23415.0000 21917.8706  6.39%  84.5 2215s
 918468 504854 22854.5356   55  404 23415.0000 21917.9982  6.39%  84.5 2220s
 920444 506445 22464.1341   56  323 23415.0000 21918.1084  6.39%  84.5 2227s
 922316 507730 22012.7217   43  544 23415.0000 21918.1832  6.39%  84.5 2232s
 924114 508274 23230.8000   93  149 23415.0000 21918.2989  6.39%  84.5 2235s
 926071 509948 22416.4636   73  261 23415.0000 21918.4411  6.39%  84.5 2241s
 927762 510951 22919.9441   47  403 23415.0000 21918.5465  6.39%  84.5 2246s
 929342 512145 22362.1779   54  344 23415.0000 21918.6360  6.39%  84.5 2250s
 931617 513164 22015.6538   48  378 23415.0000 21918.7457  6.39%  84.5 2256s
 933337 514261 22484.0953   58  273 23415.0000 21918.8186  6.39%  84.5 2260s
 935484 516112 21997.7642   60  404 23415.0000 21918.9543  6.39%  84.5 2266s
 937099 517319 23057.0000   67  152 23415.0000 21919.0587  6.39%  84.5 2271s
 938871 518585 22616.3214   87  185 23415.0000 21919.1018  6.39%  84.5 2276s
 941743 520025 22542.1061   50  302 23415.0000 21919.2457  6.39%  84.5 2281s
 943617 521323 21919.6500   46  468 23415.0000 21919.3216  6.39%  84.4 2285s
 945534 522506 21953.7287   62  459 23415.0000 21919.4543  6.39%  84.4 2290s
 947401 524060 22397.4648   82  172 23415.0000 21919.5270  6.39%  84.4 2296s
 948822 525254 22061.5257   49  480 23415.0000 21919.6137  6.39%  84.4 2300s
 951475 526649 23230.1201   57  378 23415.0000 21919.7763  6.39%  84.4 2306s
 952864 527242     cutoff   81      23415.0000 21919.7950  6.39%  84.4 2311s
 953408 527737 21920.0166   57  440 23415.0000 21919.7950  6.39%  84.5 2315s
 956029 529243 22411.7986   48  368 23415.0000 21919.9694  6.38%  84.5 2321s
 957394 530729 23260.0121   82  180 23415.0000 21920.0671  6.38%  84.5 2327s
 959414 531764 22080.8234   73  336 23415.0000 21920.0671  6.38%  84.5 2332s
 960585 532122     cutoff   85      23415.0000 21920.1747  6.38%  84.5 2335s
 962545 533423 22102.3645   52  402 23415.0000 21920.3031  6.38%  84.5 2340s
 965035 535497 22560.3140   80  177 23415.0000 21920.4162  6.38%  84.5 2347s
 966823 536705 22650.2836   64  316 23415.0000 21920.4842  6.38%  84.5 2352s
 968443 537795 22858.8321   53  315 23415.0000 21920.5623  6.38%  84.5 2356s
 970224 538445 21997.3812   59  292 23415.0000 21920.6552  6.38%  84.5 2361s
 971696 539356 infeasible   51      23415.0000 21920.7258  6.38%  84.5 2365s
 973541 540549 22923.2596   86  174 23415.0000 21920.8179  6.38%  84.5 2370s
 974742 541743 23321.2069   69   92 23415.0000 21920.9036  6.38%  84.5 2375s
 976511 543075 22247.0998   58  334 23415.0000 21920.9601  6.38%  84.5 2381s
 978488 544161 22721.2677   70  279 23415.0000 21921.0576  6.38%  84.5 2386s
 980332 545289 22001.2065   53  452 23415.0000 21921.1552  6.38%  84.5 2390s
 982003 546833 22745.8230   68  218 23415.0000 21921.2002  6.38%  84.5 2396s
 984428 547855 21985.6713   54  403 23415.0000 21921.3103  6.38%  84.5 2401s
 985981 549267 23038.0000   90   56 23415.0000 21921.3616  6.38%  84.5 2406s
 988321 550331 22473.9703   62  330 23415.0000 21921.4722  6.38%  84.5 2411s
 989882 551175 22252.0488   45  456 23415.0000 21921.5227  6.38%  84.5 2416s
 991610 552397 22159.1315   52  231 23415.0000 21921.5936  6.38%  84.5 2421s
 993792 553569 21931.0319   57  437 23415.0000 21921.6865  6.38%  84.5 2425s
 995106 554963 23012.0000   80  129 23415.0000 21921.7689  6.38%  84.5 2430s
 997132 556616 23289.3581   84  176 23415.0000 21921.8325  6.38%  84.5 2437s
 999547 557284 22608.2224   64  306 23415.0000 21921.9545  6.38%  84.5 2441s
 1001421 558635 22050.4473   43  461 23415.0000 21922.0312  6.38%  84.5 2446s
 1003551 559917 21927.3768   50  587 23415.0000 21922.1057  6.38%  84.5 2451s
 1004284 560343 23262.7497   65  273 23415.0000 21922.1463  6.38%  84.5 2455s
 1007031 562072 21925.3441   53  439 23415.0000 21922.2785  6.38%  84.5 2462s
 1008505 563053 21944.9871   62  435 23415.0000 21922.3373  6.37%  84.5 2467s
 1009181 563807 23320.7319   67  245 23415.0000 21922.3798  6.37%  84.5 2470s
 1011114 565084 21927.3619   48  489 23415.0000 21922.4674  6.37%  84.5 2475s
 1012916 566264 22184.0181   71  196 23415.0000 21922.5196  6.37%  84.5 2480s
 1015660 567559 infeasible   68      23415.0000 21922.6605  6.37%  84.4 2487s
 1016216 568156 22065.3192   65  350 23415.0000 21922.6627  6.37%  84.4 2490s
 1017785 569434 22101.9532   57  397 23415.0000 21922.6965  6.37%  84.4 2495s
 1019556 570668 23018.6754   47  260 23415.0000 21922.7796  6.37%  84.4 2500s
 1022723 572108 21922.9547   41  629 23415.0000 21922.8649  6.37%  84.4 2507s
 1024030 572905 22192.4752   54  387 23415.0000 21922.9715  6.37%  84.4 2512s
 1024560 573788 22055.5384   63  304 23415.0000 21923.0140  6.37%  84.4 2515s
 1026428 574924 22089.0443   46  502 23415.0000 21923.0794  6.37%  84.4 2522s
 1027685 575691 21954.2670   54  563 23415.0000 21923.1159  6.37%  84.4 2525s
 1029558 577143 22218.2985   72  206 23415.0000 21923.2241  6.37%  84.5 2532s
 1031158 577627 21999.2891   54  422 23415.0000 21923.2671  6.37%  84.5 2535s
 1033083 578811 infeasible   78      23415.0000 21923.3615  6.37%  84.5 2540s
 1034898 579970 22024.5103   57  518 23415.0000 21923.4884  6.37%  84.5 2546s
 1037272 581570 22293.7002   50  460 23415.0000 21923.5954  6.37%  84.4 2552s
 1038094 582341 21980.3059   53  490 23415.0000 21923.6363  6.37%  84.4 2555s
 1040023 583543 22333.2875   70  223 23415.0000 21923.7182  6.37%  84.4 2561s
 1041764 584974 21995.7079   53  432 23415.0000 21923.7844  6.37%  84.4 2567s
 1043420 585360 23391.9362   74  261 23415.0000 21923.9044  6.37%  84.4 2570s
 1045129 586416 22654.5631   58  372 23415.0000 21924.0047  6.37%  84.4 2575s
 1046170 587573 21958.9866   51  368 23415.0000 21924.0685  6.37%  84.5 2582s
 1047378 588076 22045.5723   48  382 23415.0000 21924.1152  6.37%  84.5 2585s
 1049702 589366 21958.2906   50  299 23415.0000 21924.1585  6.37%  84.5 2591s
 1051637 590604 22089.3995   45  431 23415.0000 21924.2391  6.37%  84.4 2596s
 1053657 591713 22664.2415   53  380 23415.0000 21924.3499  6.37%  84.4 2601s
 1054107 592986 22808.7160   43  380 23415.0000 21924.3925  6.37%  84.4 2606s
 1056654 594845 22322.1844   68  232 23415.0000 21924.4920  6.37%  84.4 2613s
 1058921 595100 23229.4313   51  356 23415.0000 21924.5579  6.37%  84.4 2615s
 1061343 596610 22132.1233   49  406 23415.0000 21924.6515  6.36%  84.4 2622s
 1062920 597759 21970.0560   52  471 23415.0000 21924.7161  6.36%  84.4 2627s
 1064862 598944 21942.8679   46  481 23415.0000 21924.7410  6.36%  84.4 2631s
 1066252 599854 infeasible  101      23415.0000 21924.8446  6.36%  84.4 2636s
 1068090 600812 infeasible   60      23415.0000 21924.8790  6.36%  84.4 2641s
 1069197 602270 21945.8593   64  404 23415.0000 21924.9603  6.36%  84.4 2646s
 1071162 603497 23311.7071   74  269 23415.0000 21925.0262  6.36%  84.4 2654s
 1072882 604624 22813.4723   70  261 23415.0000 21925.0591  6.36%  84.4 2658s
 1074551 605018 22835.4076   55  323 23415.0000 21925.1164  6.36%  84.4 2661s
 1076213 606072 22042.5807   49  438 23415.0000 21925.1606  6.36%  84.4 2666s
 1077665 607118 22116.9515   52  301 23415.0000 21925.2529  6.36%  84.4 2672s
 1078386 608079 22892.4790   86  287 23415.0000 21925.2812  6.36%  84.4 2675s
 1080554 609476 21988.0598   55  415 23415.0000 21925.3682  6.36%  84.4 2681s
 1082632 610812 22783.8821   70  266 23415.0000 21925.4119  6.36%  84.4 2687s
 1084581 611978 22963.6984   62  246 23415.0000 21925.4750  6.36%  84.4 2692s
 1085714 612379 22948.5789   80  181 23415.0000 21925.4991  6.36%  84.4 2695s
