Model;iteration;len lambda;lambda not 0;len L;L not 0;norm;step;objective;gap;obj wo L; penalty;c_k
BGAS_BKW;0;145;145;145;81;81.0;0;149.0;0.0;0.0;149.0;2
BGAS_BKW;1;145;145;145;8;8.0;102.19753086419753;3103.5802469135833;0.0;2270.0000000000027;833.5802469135804;2
BGAS_BKW;2;145;145;145;2;2.0;296.10493827160417;4792.60493827161;0.09684630009236835;3992.000000000007;800.6049382716034;2
BGAS_BKW;3;145;143;145;2;2.0;-504.6049382716101;3992.0000000000023;0.0;3992.0000000000023;0.0;2
BGAS_BKW;4;145;145;145;0;0.0;295.9999999999977;4914.0;0.0;4914.0;0.0;2
