Model;iteration;len lambda;lambda not 0;len L;L not 0;norm;step;objective;gap;obj wo L; penalty;c_k
BBKS_BWT;0;467;467;467;207;207.0;0;407.0;0.0;0.0;407.0;2
BBKS_BWT;1;467;467;467;23;23.0;72.46759703973092;5774.754731913809;0.007781316465465209;4061.9999999999986;1712.7547319138107;2
BBKS_BWT;2;467;467;467;15;15.0;185.44709232159482;9192.720340419883;0.05886775894865522;5293.999999999998;3898.7203404198845;2
BBKS_BWT;3;467;467;467;15;15.0;-171.3765395743644;6622.072246804418;0.031491373397143294;5293.999999999998;1328.07224680442;2
BBKS_BWT;4;467;467;467;0;0.0;171.37653957436427;10193.000000000011;0.10549738441476626;10193.000000000011;0.0;2
